sentence_id	sentence	label
236	ERDOĞAN Demek, TÜRKİYE Demektir...	SUBJ
237	Troller it gibi korkuyorlar telaşları azgınlaşmaları ondan.	SUBJ
238	Cumhur ittifakı asla gizli veya açık pazarlıklar üzerine kurulu değildir.	SUBJ
239	Tesettürlü ya da başörtülü kardeşlerim, CHP ve şürekâsı seçim yaklaştıkça inadına sizlerle poz vererek müslümanların oylarına oynamakta.	SUBJ
240	Akparti Tepeüstü ve ihlamurkuyu mahalle teşkilatlarımız olarak haftalık olağan toplantımızı İlç Bşk Yrd Muhammet Demir Bld Bşk Yrd @YavuzSelimTunc9 İlç gözlemcimiz @MUSTAFA_KTK Mah Bşk nımız Uğur soydaş ve yönetim kurulu arkadaşlarımızın katılımı ile kapsamlı istişare ettik.	SUBJ
241	"Gelecek Partisi Yerel Yönetimler ve Şehircilik'ten Sorumlu Genel Başkan Yardımcımız Sayın Doğan DEMİR, Sayın "" Deniz Tengip ile Kent ve Gündem"" programının konuğu olacak."	OBJ
242	Ben Osmanlı torunuyum diyen bir insan CHP oy veriyorsa o Osmanlı Devleti aliyeyi anlayamayan zavallı bir mahlukat	SUBJ
243	Devlet adamı Devlet Bahçeli, Bursa da kazizmasını sergiledi.	SUBJ
244	“Aday Belli, Karar Net” Mitingine Gelen Devlet Bahçeli Sivaslılara Hitap Ediyor! 	OBJ
245	Kılıçdaroğlu 'HDP'ye Bakanlık' Tartışmasına Doğrudan Dahil Olmadı, 'Kırmızı Çizgi' Vermekle Yetindi.	OBJ
246	Öğretmenler çözüm bekliyor, sesimize kulak verenleri görmek istiyor, sınavsız kıdem yılına göre uzmanlık adil olandır diyor	OBJ
247	"DEVA Partisi Genel Başkanı Ali Babacan:  ""Erdoğan paradan 6 sıfır atılacağını gazetelerden öğrendi. Bana sordu ertesi gün, 'Keşke söyleseydin de ben açıklasaydım niye sen açıkladın' dedi."""	OBJ
248	ERDOĞAN BALKAN TURUNA ÇIKIYOR.	OBJ
249	CHP ye kılıctarogluna O kadar tivit attık stajere sahip çıkmadı görmezden geldi.	OBJ
250	HDP'nin bağlı olduğu siyasi hareket 1990 yılında kurulan Halkın Emek Partisi (HEP) ile başladı. 	OBJ
251	Büyük Lider Kılıçdaroğlu'na Büyük Komplo Var	SUBJ
252	Bu vatanın.. Taşını,toprağını, İnsanını, hayvanını, Denizini, ormanını, seven.. Atatürk'ün izinden giden, Laik Türkiye Cumhuriyeti'nin ilelebet ve sonsuza dek yaşamasını isteyen biri; Türk Milletini Arapların gölgesi altında yaşamaya zorlayan Akp'ye oy vermez!	SUBJ
253	AKP'de bir olaylı boşanma davası daha: Gözaltı, tehditler, ev baskını... 	OBJ
254	 AKPARTİ GERCÜŞ İLÇESİNDE DÜN OLDUĞU GİBİ BUGÜNDE SAHAYI BOŞ BIRAKMIYOR 	SUBJ
255	Muharrem İnce Babala TV'de iki saat hamaset yapınca twitter Memleket Partisi Trolü dolmuş.	SUBJ
256	Kılıçdaroğlu'nun kamp mesaisi başladı.	OBJ
257	1 Haftada 1 Milyon Metrekare Orman Yok Edildi.	OBJ
258	Asıl bize yazıklar olsun	SUBJ
259	Evet arkadaşlar 1 milyon lira kredi ödemem var ve #TOKİ engelli öncelikli ev satıyor.	OBJ
260	Ve Akşener beklenen çıkışı yaptı...	SUBJ
261	Muharrem İnce kadar makam, mevki yetki haketmeyen ikinci bir kisi daha olamaz.	SUBJ
262	Yolsuzluklar AKP nin oyunu düşürmedi,, kötü ekonomi yönetimi düşürdü	SUBJ
263	"İYİ Parti'li Durmuş Yılmaz ile HDP'li Erol Katırcıoğlu'nun aynı masada konferans verdiği ve Yılmaz'ın ""Muhalefetin mutlaka ittifak yapması gerektiğini düşünüyorum"" diye konuşan Katırcıoğlu’nun konuşmasını alkışladığı görüntüler ortaya çıktı. "	OBJ
264	Kemal Kılıçdaroğlu:  Mansur Başkan gerçekten de Ankara'nın Ankara olduğunu, Ankara'nın Türkiye'nin kalbi olduğunu ve Ankara'nın bir başkent olarak diğer 80 ile örnek olması gerektiğini bilen ve bu konuda çaba harcayan bir belediye başkanıdır.	OBJ
265	MHP Lideri Bahçeli: Bugüne kadar zillet ittifakı bölücü terörle arasına mesafe koymamıştır.	OBJ
266	Tayyip isimli futbolcu tehlike abi.	SUBJ
267	Cumhurbaşkanı Erdoğan çok sayıda liderle görüştü! 	OBJ
268	"yıllar yılı düşük bir maaşa, yarım sigortaya razı olup; tercihi daima öğretmekten yana olan ama ""öğretmen"" olarak değil ""ücretmen"" olarak görülen emektarlara kadro verilmelidir."	SUBJ
269	Twitter da anket Millet ittifakı %60 la kazanıyor. 	OBJ
270	"HDP’li Sezai Temelli: ""Bu memleketi başınıza mutlaka yıkacağız."""	OBJ
271	Türkiye de 13 milyondan fazla MÜLTECİ var.	OBJ
272	Yaparsa ERDOĞAN Yapar!	SUBJ
273	CHP liler vatanı bölmeye kararlı!	SUBJ
274	İş güvencesi yok hergün saldırıya uğrayan çok	SUBJ
275	CHP Üsküdar İlçe Başkanı, Fahrettin Altun'un evinin fotoğraflarını izinsiz çektiği gerekçesiyle yargılandığı davada beraat etti.	OBJ
276	Muhalefet çalışmıyor.	SUBJ
277	Kimimiz asgari ücretin 3te1 parasına kimimiz hiç para almadan devletin zorunlu tuttuğu stajı yaptık.	OBJ
278	"CHP'liler hep bir ağızdan; ""Bizim terörist saldırıyı yapan terörist değil, bizim terörist hala dağda"" diye savunmaya geçmiş..."	SUBJ
279	"Camiler kışlamız minareler süngümüz müminler askerimiz diyen Erdoğan şiir okudu diyenlerle ""100 yıl önce bu toprakları yönetenler geflet ve dalalet hatta hıyanet içindeydiler"" diyen Tunç Soyer atamıza küfür etti diyenler aynı kişiler!"	SUBJ
280	Halkevleri: “AKP yoksulların barınma talebini seçim malzemesi yapıyor”	OBJ
281	Bir memur vatandaşına karşı devleti küçük düşürecek böylesi saçmalıklar yapmamalı	SUBJ
282	Evet belki birçok seçim kaybetmiş olduğundan ötürü Kemal Kılıçdaroğlu nun adaylığına sıcak bakamıyoruz ancak bu ucube cumhurbaşkanlığı hükümet sisteminin değişmesi için bence tek güvenebileceğimiz lider de o	SUBJ
283	Eski bir Refah Partili annenin, hâlâ MHP’li bir babanın evladıyım.	OBJ
284	Cumaya gidiyoruz hutbenin sonunda pakistana yardım toplanacak diyo. 	OBJ
285	Eski HDP'li Aysel Tuğluk hastaneye kaldırıldı, durumu ağır.	OBJ
286	KAMUDA SAĞLIKTA %70 MAĞDURU TAŞERONLAR KADRO BEKLİYOR	OBJ
287	CHP'li Karaca: Denizli'de 'depreme dayanıklı değil' denilerek yıkılan okul 4 yıldır yaptırılmadı.	OBJ
288	İmamoğlu görevden alınırsa sokağa çıkmayın Akp ye yarar.	SUBJ
289	Aziz şehrimiz için gece gündüz demeden çalışan ve kendisiyle birlikte çalışmaktan da bahtiyar olduğum Meclis 2. Başkan Vekilimiz, MHP Grup Başkan Vekilimiz Yusuf Demircioğlu Bey'in vefatını derin bir teessürle öğrendim.	OBJ
290	Nedim Şener bir zamanlar cezaevinden çıkıp zır zır ağlayan ürkek gazeteci değil mi? 	SUBJ
291	HDP'ye bakanlık verilebilir çıkışıyla gündeme gelen CHP İstanbul Milletvekili Gürsel Tekin, o açıklamasıyla ilgili yeni bir açıklama yaptı.	OBJ
292	Bahçeli koltuğu bırakıyor.	OBJ
293	!!!! SON DAKİKA !!! çok güvenilir bir kaynaktan bilgi geldi	SUBJ
294	Oy pusulasında 20'den fazla parti var gelmiş diyor ki oy verecek parti mi kaldı AKP giderse her şey iyi mi olacak?	SUBJ
295	"Erdoğan “Kişi başına düşen milli gelir 9.500 Dolar"""	OBJ
296	Beyaz yakanın emeklilikte almayı planladığı yazlık için biriktirdiği parayı, kaşar peynir almaya çalışarak yiyip bitirmesinin ardından ülke chp'yi beklemeden ayaklanacaktır.	SUBJ
297	Sayın Kılıçtaroğlu resmen adaylığı belirtmiş oldu.	OBJ
298	CHP’nin daha önce de sahip çıktığı teröristler tane tane anlatılmış floodda.	SUBJ
299	Kılıçdaroğlu bu ülkede iktidar tarafından insanların kutuplaştırıldığını söylüyor.	OBJ
300	AK Partili Kırkpınar Kemalpaşa’da çiftçilerle buluştu.	OBJ
301	Çok nankörsünüz.	SUBJ
302	kendi itiraflarından anlaşılıyor ki bir taraftan @herkesicinCHP ve şürekâsı, diğer taraftan mafya TÜRKİYE'yi idare etmeye değil akparti ve akpartiye oy verenleri hapse atmaya Geliyor.	SUBJ
303	CHP Tanju Özcan kararını verdi.	OBJ
304	Nöbet kutsaldır.	SUBJ
305	"CHP'li İBB Başkanı Ekrem İmamoğlu'nun ""Neydi, Ne oldu"" diye tweet attığı Topkapı surlarında ki çöp yığınlarının olduğu gibi durduğu ortaya çıktı"	OBJ
306	▪️CHP Elazığ Milletvekili Gürsel Erol, sosyal medya hesabından Kılıçdaroğlu ve İmamoğlu ile bir fotoğrafını paylaştı.	OBJ
307	CHP'li Barış Yarkadaş: İYİ Parti’de Koray Aydın ve Yavuz Ağıralioğlu’na yakınlığıyla bilinen Samsun Mv. Bedri Yaşar, sahibi olduğu Oğuz Ata Mimarlık Mühendislik firması aracılığıyla Mansur Yavaş'ın Ankara Büyükşehir Belediyesi’nden 107 milyon liralık ihale alıyor.	OBJ
308	Bu Adam koltuk makam sevdalısı olsa.. CHP’nin her dediğini kulak ardı eder keyfine bakardı.! 	SUBJ
309	ÇAVDAR : KILIÇDAROĞLU YALANCILIK YAPMAYA DEVAM EDİYOR.	OBJ
310	Cumhurbaşkanı Recep Tayyip Erdoğan tarafından açıklanan TOKİ 250 bin sosyal konut projesinde Muğla’ya 2020 yılında yapılan ihaledeki 500 konut ile birlikte toplam 2 bin 600 sosyal konut yapılacak.	OBJ
311	Gaziler arası ayrım olmaz.	SUBJ
312	SN DevletBahçeliye atıf olarak.#EhliyetAffı İhtiyaçtir,Zorunluluktur,Mecburidir,Hayat memat meselesidir,Olmazsa olmazdir. 	SUBJ
313	CHP'li tosuncuk 1 milyarlık vurgun yapmış!	SUBJ
314	Herzaman milletinin yanında .	SUBJ
315	Başkan Erdoğan Bosna Hersek'te resmi törenle karşılandı! 	OBJ
316	18 Eylül 2022 Pazar günü Kayseri Cumhuriyet Meydanında MHP mitingi düzenleneceğini ve emniyetin Pazar günü Cumhuriyet Meydanının kapalı olması nedeniyle sınava girecek öğrencilerin mağdur olmaması için alternatif yolları kullanması gerektiği hakkında bir açıklama yaptı.	OBJ
317	İYİ Parti Körfez Teşkilatı 30 Ağustos Zafer bayramında Körfez'i ayağa kaldırdı 	SUBJ
318	AKP’li Hilmi: “Almanya'dan bir izleyici yazmış, et fiyatı 4 yılda 8 eurodan 16 euroya çıkmış.”	OBJ
319	➖ 6+1 ittifakı mensupları milletin yüzüne bakamayacak.	SUBJ
320	ÜLKEMİZDE EN ÖNEMLİ SORUN A D A L E T S İ Z L İ K 	SUBJ
321	Kırsal kesimde bir daha tur attım. 	OBJ
322	Kuduz ve kudurmuş aşağılık şerefsiz uşak @ozguradamTurk ve #Akp/#AKParti kime ne zaman ve nasıl saldıracağının şaşkınlığı içindeler.	SUBJ
323	Ülke Ekonomisi Kriz'deyken Boş İşlerle Uğraşan Partinin Adı AKP'dir...	SUBJ
324	Kılıçdaroğlu nun aday olması moral bozar,	SUBJ
325	Milli bekamızı ve egemenlik haklarımızı zedeleyecek, tahrip edecek, zaafa uğratacak hiçbir dayatmaya boyun eğmeyeceğimiz herkesçe çok iyi bilinmelidir. MHP Genel Başkanı Devlet BAHÇELİ	OBJ
326	Hani çatı aday çıkarmıştın ya bir ara bayağa bir çatıydı, o zaman bile bu kadar düşünmedin, şimdi tam cuk oturan biri var.	SUBJ
327	Mehmet Ali Erbil, AKP iktidarı hakkında beyanda bulunuyor.	OBJ
328	Adını MHP Lideri Devlet Bahçeli koymuştu: Radyo Efebey yayın hayatına başladı.	OBJ
329	NATO'da Türkiye ile Yunanistan mukayese edilemez. Recep Tayyip Erdoğan Cumhurbaşkanı 	OBJ
330	Yahu siz ısrarla niye İYİ parti ile Hdp yi biraraya getirmeye çalışıyor ve hala anlamıyorsunuz bu abesle iştigal.	SUBJ
331	MetroPOLL yöneticisi: Erdoğan, Yavaş’ı perişan eder; İYİ Parti hayal görmesin	OBJ
332	Cumhurbaşkanı Erdoğan ve Emine Erdoğan, ABD Başkanı Biden ve eşiyle hatıra fotoğrafı çektirdi.	OBJ
333	Kıbrıs'ta sahne alan Genco Erkal yoğun bakıma kaldırıldı!	OBJ
334	CHP'li vekiller yine PKK yerine, MİLLETİMİZE saldırıyor	SUBJ
335	"Cumhurbaşkanı Erdoğan duyurdu DEAŞ'ın en önemli üst düzey yöneticilerinden ""Abu Zeyd/Üstad Zeyd"" kod adlı terörist Bashar Hattab Ghazal Al Sumaidai Türkiye’de yakalandı."	OBJ
336	Erdoğan, Modi ile bir ortaya geldi	OBJ
337	CHP’li İstanbul ile AKP’li Gaziantep belediyesinin çocuklara dağıttığı okul çantaları sosyal medyada gündem oldu.	OBJ
338	Piktes öğretmenleri özlük haklarının iyileştirilmesini istiyor.	OBJ
339	 Erdoğan sosyal konut projesinin detaylarını açıkladı, ekonomistler projeyi değerlendirdi.	OBJ
340	CHP’nin dilinden düşürmediği bir algı nakaratı vardı, “megri.. megri, Oslo, Habur”	SUBJ
341	ATRIK ZAMAN DARALDI GELİYORUZ.	SUBJ
342	Kaybedecek bir 5 senemiz daha olmadığı için, Türk milleti'nin isteklerine göz yumduğunuz için, Akp'ye çanak tuttuğunuz Hdp'ye göz kırptığınız için #yanındadeğilim	SUBJ
343	"Kılıçdaroğlu'na sunulan ""mafya-siyaset-ticaret"" raporu: Türkiye, kara para cenneti oldu; narkopolitik iktidar kuruldu."	OBJ
344	Kemal Kılıçdaroğlu ABD'ye gidiyor!	OBJ
345	15 Temmuz Darbe Girişimi'nden sonra gözaltına alınıp tutuksuz yargılanmak üzere serbest bırakılan, aynı soruşturma kapsamında FETÖ'den iddianame hazırlanan DEVA Partili İdris Şahin, terör örgütü FETÖ’ye cemaat demeye devam ediyor.. 	OBJ
346	Cumhurbaşkanı Erdoğan Almanya Başbakanı Scholz ile bir araya geldi.	OBJ
347	Cumhurbaşkanımızın sözü olan Engelli Memur adaylarına tek seferde 12 bin atama müjdesini bekliyoruz lütfen sesimizi duyun.	OBJ
348	Unutmayın o staj çıraklık okuluna gidenler bu ülkenin sanayisini ayakta tutuyorlar.	SUBJ
349	Sedat Peker @sedat_peker öyle veya böyle @RTErdogan @suleymansoylu @Akparti ve çevresinin pisliklerini belgeleriyle açıklıyor.	SUBJ
350	Putin, Ukrayna’nın 4 bölgesinin Rus topraklarına katılmasına ilişkin belgeleri imzaladı.	OBJ
351	CHP'li ince belli beyaz tenli kızıl saçlı kızlar gerçek değil, sana zarar veremez.	SUBJ
352	#YardımcıHizmetlereGİH geçmelidir ve 110 bin yhsli memurun mağduriyetini bitirilmelidir.	SUBJ
353	Chp ip hdpkk ile birlikte çünkü Türkiye ve Müslümanı sevmezler	SUBJ
354	Zabıtanın taşeronu olmaz diyen çalışma bakanımız kadro hakkımızı veremeden gitti.	SUBJ
355	Ülkemizi yönetecek makama gelecek bir yetkili mansur başkan gibi olmalıdır.	SUBJ
356	BAĞIRA BAĞIRA ERDOĞAN'A SESLENDİ! 	OBJ
357	Tr'nin bir kalkınma paradigması yok, güvenlik paradigması var.	SUBJ
358	Yüz Yüze Gönül Gönüle İstanbul İstanbul İl Başkanlığı Genişletilmiş İl Danışma Meclisinde İl Başkanımız Sn. Osman Nuri Kabaktepe hitab ediyorlar.	OBJ
359	Bu saçma sistem ve çark düzeninin bir an önce bozulması için sadece Chp'lilerin değil, mevcut düzenden memnun olmayan tüm muhalif kesimin #yanındayım demesi lazım. 	SUBJ
360	Barış yarkadaş Mansur Yavaş a saydırdığında planı anladım..	SUBJ
361	Meral Akşener’in danışmanı Fatih Demirkol: “Son noktayı Sayın Meral Akşener koyar.” diye tweet atmış.	OBJ
362	Abdullah Gül'ün cumhurbaşkanlığına aday olma ihtimali yeniden gündeme gelmiş.	OBJ
363	İYİ Partili yetkililerin HDP ye ve ittifaklarına salladıklarına bakmayın korkuları MHP nin Sivas mitingindeki coşkudan ibaret. 	SUBJ
364	bay keMAL aday ol ha bir eksik yenilgi ha bir fazla yenilgi senin kitlen için farketmez	SUBJ
365	Ben, bir çoğunuzun aksine Kemal Kılıçdaroğlu’nu bırakın ceketini, ceketinin düğmesini ve ya düğmenisinin ipliğini koysa oyumu vereceğim.	OBJ
366	Kabine Toplantısında #GenelAf Gündeme alınmalı.	SUBJ
367	HDP'li Bülbül: Ayağa kalkma zamanı.	OBJ
368	Fransa sokakları karışmış	OBJ
369	CHP Genel Başkanı Kılıçdaroğlu, İzmir'de iş insanlarıyla buluştu.	OBJ
370	SN ERDOGAN ENGIN TERCÜBESI VE SIYASETDE DÜNYANIN EN DENEYIMLI LIDERI OLDUGUNU KONUSMASI ICRAATI ILE DÜNYADA KARSILIK BULUYOR SEVILIYOR.	SUBJ
371	10 Milyon Adli Mahkum Ailesi Evlatlarının Adil Yargılanmadığını Ve Haksız Cezalara Çarptırıldığını Söylüyor.	OBJ
372	Cumhuriyet: DEVA Partisi İstanbul İl Başkanlığı, ÖSYM binası önünde 'KPSS nöbeti' tutmaya başladı...	OBJ
373	Erdoğan canlı yayında Selvi ve Ahmet Hakan'a talimat vermişti.	OBJ
374	‘Kahramanlık’ sorgulanır oldu.	SUBJ
375	Erdoğan Tehdit Etti!	OBJ
376	Görevini yapan Polise şerefsiz diyen AKP milletvekiline sesi çıkmayan EGM polisin hak hukuk adalet mücadelesine destek olduğum için hakkımda suç duyurusunda bulunmuş.	SUBJ
377	Bazıları, 6'lı masayı HDP desteklerse oy vermeyeceklerini söylüyorlar.	OBJ
378	Bu adam AK Parti Belediye Başkanımı yoksa Chp Belediye başkanı mı , sürekli Ekrem’e methiyeler diziyor .	SUBJ
379	Erdoğan: Kampanyaya İstanbul'da hane geliri 18 bin, diğer illerde 16 bin lira altında olan vatandaşlarımız başvurabilecek.	OBJ
380	Altılı çete akşener prangası bay kemel adaylığına asla evet demiyecektir.	SUBJ
381	tecrübeli okul güvenlikleri pandemi döneminde insanlar camdan dışarıya bakmaya korkarken,hastaneler postanelerde devletimizn görev verdiği her alanda devletimizn yanında olduk.	SUBJ
382	İstanbul'da suya %40.38 zam yapıldı.	OBJ
383	Çapsız-Fasafiso CHP'nin mazot dağıtım töreninde traktöre mazot verilemedi.	SUBJ
384	Tutku & Semih çiftinin düğün merasimine katıldık. 	OBJ
385	SuperHaber: HDP'den itiraf niteliğinde açıklama: CHP'ye oy verdik...	OBJ
386	Meral Akşener ve Ekrem İmamoğlu buluştu.	OBJ
387	Adil yargilanmadik.	SUBJ
388	Geleneksel Malatya Tanıtım Günleri kapsamında standımızı ziyaret eden AK Parti MKYK Üyesi Sayın Metin Külünk'e kayısı çekirdeği kahvemizden ikram ettik.	OBJ
389	Kemal Kılıçdaroğlu aday olma senden olmaz.	SUBJ
390	Jeotermal elektrik kapasitesi 10 yılda 100 kat arttı.	OBJ
391	Chp li Tekin Hdp ye bakanlık verilebilir tartışması gerçekten kabak tadı verdi artık.	SUBJ
392	MHP Sarıçam ilçe Teşkilatı olarak vefat eden Türkgün Gazetesi Çukurova Bölge Temsilcisi Ülkücü Hareketin emektarı, kıymetli yol arkadaşımız İbrahim İspaha ‘nın cenaze merasimine katıldık.	SUBJ
393	Erdoğan ABD’ye gitti: BMGK’ye katılacak.	OBJ
394	Mağduriyetin önemlisi-önemsizi yok.	SUBJ
395	Federal Alman Hükümeti, acil tasarruf önlemleri ile enerji tedarikini güvence altına almak istiyor.	OBJ
396	Hakan Atilla'dan Ali Fuat Taşkesenlioğlu yorumu: Nasıl Halkbank Genel Müdürü oldu anlayamadım, belki Babacan biliyordur	OBJ
397	Cumhurbaşkanı Erdoğan, Serkan Taranoğlu'nu görevden aldı.	OBJ
398	EYT'lileri dinlemeyip Belediyeleri kaybettiniz...	SUBJ
399	Mansur Yavaş ilk defa CHP'li bir bürokratı görevden aldı.	OBJ
400	Sokak röportaj’ına teyze imza atmış Ankara’da Mansur Yavaş, Erdoğan mı sorusunu kapak yapmış.	SUBJ
401	,AKP,ABD Başkanı Biden ile 2022 model MONDROS mütareke imzalamış	SUBJ
402	Batı Trakya ve adalara yığılan silahlar bizim için anlam ifade etmez çünkü gücümüz bunların çok ötesinde ama bunun gizli işgal anlamına geldiğini hatırlatırız. -Recep Tayyip Erdoğan 	OBJ
403	2020 KPSS öğretmenlerinin hakkı açıkça yenmiştir!	SUBJ
404	Hakkını arayan doktorların ve öğretmenlerin işçilerin,İNSANLARIN coplandığı AKP demokrasisinin tadını yine Taliban militanı teröristler çıkardı...	SUBJ
405	Son günlerde 6 lı masanın dağılacağı yönündeki görüşlerin arttığı dikkate alındığında, bu ittifakın ilk turda herkesin kendi adayını çıkararak CB seçimini 2. tura taşımak. ve 2. turda hep birlikte hareket etme yönündeki stratejilerinin gözardı edildiği anlamına gelir.	SUBJ
406	Meral Akşener bugün Urfa’da rozet takacak.	OBJ
407	Spaces odalarında İyi parti güzellemesi yapan yeni dünya düzencisi sözde Atatürkçü Hdp yanlaması CHP’li arkadaşlar şu anda Barış Yarkadaş üzerinden yapılan operasyonu alkışlıyor.	SUBJ
408	Hdp ye Bakanlık verecek kadar düştünüz demek ki.	SUBJ
409	"Meral Akşener, ""Ben MHP'den daha milliyetçiyşim!"" diye kurdu bu partiyi.."	OBJ
410	Ebru Günay: Hangi masada olduğumuz biliniyor.	OBJ
411	Sayın @RTErdogan @Akparti @erkankandemir @MustafaSentop @tcbestepe Çorlu ilce başkanınızın size ve bu millete ihanetine bakarmisiniz	SUBJ
412	MHP Sarıçam ilçe Teşkilatı olarak Kürkçüler Dağcı mahalle sakinlerimizden vefat eden Zübeyde Erdem ‘in taziye merasimine katıldık.	OBJ
413	Doğu Akdeniz'de Karadenizde doğal gaz rezervini bulup üzerine petrol rezervi bulup, çıkarıp satmaya başlasak bile CHP'nin vaadleri'nin gerçekleşmesini karşılamaya yetmez...	SUBJ
414	Başkan Erdoğan      Özbekistan'a Gitti.	OBJ
415	MHP @kamilaydinmhp: Allah’a şükür o tematik günde #Sivas’la başlayan miting süreçleri, daha sonra #Bursa ile devam etti, #Kayseri ile zirveye ulaştı, #Erzurum’la çok güzel bir final yapacağız İnşallah. 	OBJ
416	"MHP lideri Devlet Bahçeli: ""Yunanistan yönetimi ayağımızın altında dolaşmaktan vazgeçmelidir. Taciz ve tahriklerine derhal son vermelidir. Adalar helal-i hakkımızdır. Sabrımızı zorlamasınlar"""	OBJ
417	Başkan Soyer CHP’nin kuruluşunun 99. yıl kutlamasına katıldı.	OBJ
418	İki yüzlü avrupa 60 senedir türkiyeyi oyalıyor.	SUBJ
419	Emine Erdoğan, Türkiye’de engellilere hizmet veren ilk halk eğitim merkezinin açılışını yaptı.	OBJ
420	Ümit Özdağ ‘senaryosu’: Kılıçdaroğlu kazanırsa Türkiye’de iç savaş başlar.	SUBJ
421	Kemal Kılıçdaroğlu en az %60 oyla Cumhurbaşkanı olacaktır.	SUBJ
422	AKP ve MHP için tehlike çanları çalıyor.	SUBJ
423	Cumhurbaşkanı Erdoğan ve Rusya Devlet Başkanı Putin; Şangay İşbirliği Örgütü Zirvesi'nde bir toplantıya kol kola yürüyerek girdi.	OBJ
424	CHP Genel Başkanı Kemal Kılıçdaroğlu'nun kendisine destek mesajı istediğini açıklamasından sonra İyi Parti Genel Başkanı Meral Akşener'in danışmanı Fatih Demirkol'dan 6 kelimelik cevap geldi.	OBJ
425	borsa istanbulada manüpülasyonla tüm paramız gitti.	SUBJ
426	RECEP TAYİP ERDOĞAN HADDİNİ BİLECEK YA DA KAFASINI EZE EZE HADDİNİ BİLDİRECEĞİM.	SUBJ
427	Konuşulan torba yasada BELEDİYE ŞİRKET İŞÇİLERİ nin de olması gerekiyor.	SUBJ
428	Başkan Erdoğan başkanlığında Eylül ayının son Kabine Toplantısı Beştepe'de toplandı.	OBJ
429	YILLARDIR BİR GÖÇÜK ALTINDAYIZ , SESİMIZI DUYAN VAR MIIIIIIIII !!!!! 	SUBJ
430	Kutlu Hareketimizin 21. Yılında Cumhurbaşkanımız Sayın @RTErdogan’ın gönderdiği mektubu teşkilatımızın eskimeyen neferlerinden Emine Erdoğan Hanımefendiye takdim ettik.	SUBJ
431	takiplicegim komik kimse yok.	SUBJ
432	Pervin Buldan’dan hadsiz açıklama: Kürdistani ittifak kuracağız	SUBJ
433	Tek parti döneminde, seçilme hakkı alarak CHP'den Meclise giren ilk 18 kadın vekilin 3'ü Rum, 15'İ Yahudi, Olduğunu biliyormuydunuz?	OBJ
434	TÜRKİYE CUMHURİYETİNDE 1 TANE ZEKİ AHLAKLI DÜRÜST BİR SİYASETÇİ GÖSTERİN DESEM 1 KİŞİ GÖSTEREMEZSİNİZ.	SUBJ
435	"Emine Erdoğan (@EmineErdogan) : ""( Uluslararası Başarı ve Topluma Katkı Ödülü)Türkiye'nin insani yardım tecrübesi, bir dış politikadan çok daha fazlasıdır."" "	OBJ
436	Diken: Kılıçdaroğlu SPK'yı ‘uyardı': Fitil fitil burunlarından getireceğim... 	OBJ
437	ekrem imamoğlu metrobüs kazaları başıboşluktan değil de metrobüs sayımız arttığı için gerçekleşiyor derse yine inanırlar.	SUBJ
438	Neymiş sosyal medyada sürekli dezenformasyon yapılıyormuş, bu yüzden yasa gerekiyormuş. 	SUBJ
439	şöyle ki; kılıçdaroğlu'nun şöyle bir videosu olaydı eğer, bu lafları o etseydi, ne kk kalırdı geriye, ne de chp. 	SUBJ
440	"CHP'li Yıldırım Kaya, 2 aydır suları akmayan Gölyazı'da:  ""5 bin nüfuslu kasabayı susuz bırakmaya hiç kimsenin hakkı yok"""	OBJ
441	AKP trolü Abdurrahman Uzun 9 Eylül’ü hedef aldı: ‘K…larından yeni bir kurtuluş tarihi oluşturmaya çalışıyorlar’ 	SUBJ
442	Sayın Cumhurbaşkanım @RTErdogan MEB bakanı düşük puanlilar atandiysa istifa ederim demiş.	OBJ
443	AKP giderse haksız yere kazandığı milyonlardan olacağını bilen AHLAKSIZ HİLMİ tayyip kime saldırırsa ona saldırıyor !	SUBJ
444	MHP, siyasal İslam'a olan evrimini tamamlayacak.	SUBJ
445	Aç bırak itaat etsin, cahil bırak biat etsin! 	SUBJ
446	“Ahmet Kerse, Ali Bülent Orkan, Cengiz Baktemur, Cevdet Karakaş, Fikri Arıkan, Halil Esendağ, İsmet Şahin, Mustafa Pehlivanoğlu, Selçuk Duracık ve daha nice binlerce ülkü eri, ülkü şehidi unutulmaz, unutulamaz.” Liderimiz Devlet Bahçeli	OBJ
447	İYİ Parti Yozgat İl Başkanı Metin Özışık, CHP Genel Başkan Yardımcısı Gürsel Tekin'in HDP'ye yönelik açıklamaları sonrası CHP ile ittifak halinde olan partisinden istifa etti. 	OBJ
448	Demokrasinin kara lekesi 12 Eylül 1980 darbesi, Türk milletine ağır sonuçlar bıraktı.   	SUBJ
449	Burada yargılanan Ekrem imamoğlu değildir; 16 milyon istanbul'ludur. 	SUBJ
450	Bu adam ülke için çok önemli.	SUBJ
451	HDP ile İYİ Parti arasına kara kedi girmiş.. 	SUBJ
452	Öncelik Tarım Danışmanları olmalıdır.	SUBJ
453	İranda MAHSA AMİNİ Polis taragindan öldürülmemiş. 	OBJ
454	Ulan it Adayımız yıpranır diye açıklayamıyorsunuz.	SUBJ
455	Meral Akşener: “5 vekilimiz vardı,bizi seçime sokmayacaklardı. CHP’den 15 vekili ben istedim.”	OBJ
456	6 sı değil 60 tanesi bir araya gelse Ülke için beş kuruşluk faydası olmayan muhalefete mi oy verelim	SUBJ
